FECHA CONEXIÓN;AREA;NOMBRE ZONA;COMUNA;MODEL;NÚMERO CONEXIONES;USAGE (kB);PORCENTAJE USO
9-nov-24;URBANA;013_ZW Parque Llano Verde;15;MR76;36;91906;5,52%
9-nov-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;39;7748048;465,32%
9-nov-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;46;9354856;561,82%
9-nov-24;URBANA;018_ZW Parque Las Banderas;19;MR76;49;719941;43,24%
9-nov-24;URBANA;018_ZW Parque Las Banderas;19;MR76;6;1203;0,07%
9-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;85;2234041;134,17%
9-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;80;1176255;70,64%
9-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;123;2266792;136,13%
9-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;98;1551157;93,16%
9-nov-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;17;738856;44,37%
9-nov-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;78;5394186;323,95%
9-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;63;1780857;106,95%
9-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;117;542060;32,55%
9-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;68;4865870;292,22%
9-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;65;1310479;78,70%
9-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;34;767007;46,06%
9-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;29;594032;35,68%
9-nov-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;40;30172885;1812,06%
9-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;27;389502;23,39%
9-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;36;1044324;62,72%
9-nov-24;URBANA;030_ZW Parque Mutis;1;MR76;58;4960183;297,89%
9-nov-24;URBANA;031_ZW Cancha Los Azules;21;MR76;33;2413349;144,94%
9-nov-24;URBANA;032_ZW Parque La Orqueta;20;MR76;87;5488064;329,59%
9-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;54;492684;29,59%
9-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;46;3189455;191,55%
9-nov-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;14;830740;49,89%
9-nov-24;URBANA;035_ZW Parque Colseguros;10;MR76;82;1661113;99,76%
9-nov-24;URBANA;035_ZW Parque Colseguros;10;MR76;70;532001;31,95%
9-nov-24;URBANA;036_ZW Parque India Elena;10;MR76;77;1803643;108,32%
9-nov-24;URBANA;036_ZW Parque India Elena;10;MR76;90;2554628;153,42%
9-nov-24;URBANA;037_ZW Parque Tequendama;19;MR76;55;3516563;211,19%
9-nov-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;53;5608815;336,84%
9-nov-24;URBANA;041_ZW Parque Junin;9;MR76;87;3768584;226,33%
9-nov-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;57;1179038;70,81%
9-nov-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;42;4504140;270,50%
9-nov-24;URBANA;045_ZW Parque Santa Anita;17;MR76;23;850500;51,08%
9-nov-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;33;434881;26,12%
9-nov-24;URBANA;050_ZW Parque Calima;4;MR76;22;1567;0,09%
9-nov-24;URBANA;051_ZW Parque La Merced;2;MR76;18;1894878;113,80%
9-nov-24;URBANA;052_ZW Puente de Colores;13;MR74;37;10890426;654,04%
9-nov-24;URBANA;052_ZW Puente de Colores;13;MR76;48;2428958;145,87%
9-nov-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;22;166892;10,02%
9-nov-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;27;1056467;63,45%
9-nov-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;56;682983;41,02%
9-nov-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;50;1652035;99,21%
10-nov-24;URBANA;001_ZW Parque Ingenio;17;MR76;94;5683882;293,41%
10-nov-24;URBANA;001_ZW Parque Ingenio;17;MR76;95;2905734;150,00%
10-nov-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;60;1049813;54,19%
10-nov-24;URBANA;003_ZW Parque del Perro;19;MR76;75;1916178;98,92%
10-nov-24;URBANA;003_ZW Parque del Perro;19;MR76;54;716335;36,98%
10-nov-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;53;19538237;1008,59%
10-nov-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;37;3631848;187,48%
10-nov-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;33;3274213;169,02%
10-nov-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;30;123485;6,37%
10-nov-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;55;1152199;59,48%
10-nov-24;URBANA;013_ZW Parque Llano Verde;15;MR76;30;391400;20,20%
10-nov-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;43;9493765;490,08%
10-nov-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;38;11428540;589,96%
10-nov-24;URBANA;018_ZW Parque Las Banderas;19;MR76;74;1151244;59,43%
10-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;67;5605416;289,36%
10-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;74;1726005;89,10%
10-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;117;2314227;119,46%
10-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;99;4111658;212,25%
10-nov-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;10;74159;3,83%
10-nov-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;74;1498454;77,35%
10-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;68;805699;41,59%
10-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;96;778462;40,19%
10-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;96;2404813;124,14%
10-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;100;7722816;398,66%
10-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;50;4122809;212,83%
10-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;37;520364;26,86%
10-nov-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;35;27040573;1395,87%
10-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;60;1110383;57,32%
10-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;58;325103;16,78%
10-nov-24;URBANA;030_ZW Parque Mutis;1;MR76;70;3053015;157,60%
10-nov-24;URBANA;031_ZW Cancha Los Azules;21;MR76;31;9832471;507,57%
10-nov-24;URBANA;032_ZW Parque La Orqueta;20;MR76;78;5447792;281,22%
10-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;49;631027;32,57%
10-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;39;242872;12,54%
10-nov-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;9;596900;30,81%
10-nov-24;URBANA;035_ZW Parque Colseguros;10;MR76;111;3171582;163,72%
10-nov-24;URBANA;035_ZW Parque Colseguros;10;MR76;76;1226355;63,31%
10-nov-24;URBANA;036_ZW Parque India Elena;10;MR76;89;2078308;107,29%
10-nov-24;URBANA;036_ZW Parque India Elena;10;MR76;101;1059297;54,68%
10-nov-24;URBANA;037_ZW Parque Tequendama;19;MR76;28;1985032;102,47%
10-nov-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;49;4347577;224,43%
10-nov-24;URBANA;041_ZW Parque Junin;9;MR76;69;2487916;128,43%
10-nov-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;44;3201280;165,25%
10-nov-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;44;10991054;567,37%
10-nov-24;URBANA;045_ZW Parque Santa Anita;17;MR76;25;1024330;52,88%
10-nov-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;43;1043459;53,86%
10-nov-24;URBANA;050_ZW Parque Calima;4;MR76;23;494446;25,52%
10-nov-24;URBANA;051_ZW Parque La Merced;2;MR76;24;1069652;55,22%
10-nov-24;URBANA;052_ZW Puente de Colores;13;MR74;40;11489059;593,08%
10-nov-24;URBANA;052_ZW Puente de Colores;13;MR76;56;3189014;164,62%
10-nov-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;22;1219854;62,97%
10-nov-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;27;666314;34,40%
10-nov-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;30;50566;2,61%
10-nov-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;29;500786;25,85%
11-nov-24;URBANA;001_ZW Parque Ingenio;17;MR76;67;2413513;137,43%
11-nov-24;URBANA;001_ZW Parque Ingenio;17;MR76;66;1080808;61,54%
11-nov-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;48;286253;16,30%
11-nov-24;URBANA;003_ZW Parque del Perro;19;MR76;77;3898369;221,97%
11-nov-24;URBANA;003_ZW Parque del Perro;19;MR76;85;665569;37,90%
11-nov-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;50;22383324;1274,51%
11-nov-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;27;1340060;76,30%
11-nov-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;41;1380314;78,60%
11-nov-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;34;9461;0,54%
11-nov-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;27;135769;7,73%
11-nov-24;URBANA;013_ZW Parque Llano Verde;15;MR76;35;222373;12,66%
11-nov-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;41;5688784;323,92%
11-nov-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;42;12712978;723,88%
11-nov-24;URBANA;018_ZW Parque Las Banderas;19;MR76;50;426536;24,29%
11-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;59;3650568;207,86%
11-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;48;1565717;89,15%
11-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;92;3252984;185,23%
11-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;76;988280;56,27%
11-nov-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;15;620624;35,34%
11-nov-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;49;251513;14,32%
11-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;50;1181854;67,29%
11-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;68;1852638;105,49%
11-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;61;4739713;269,88%
11-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;62;2820815;160,62%
11-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;44;1130864;64,39%
11-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;41;4267035;242,97%
11-nov-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;26;27824803;1584,35%
11-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;36;1781078;101,41%
11-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;38;639867;36,43%
11-nov-24;URBANA;030_ZW Parque Mutis;1;MR76;39;4649889;264,77%
11-nov-24;URBANA;031_ZW Cancha Los Azules;21;MR76;27;1532365;87,25%
11-nov-24;URBANA;032_ZW Parque La Orqueta;20;MR76;72;7172522;408,40%
11-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;31;3127255;178,07%
11-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;34;725486;41,31%
11-nov-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;6;567208;32,30%
11-nov-24;URBANA;035_ZW Parque Colseguros;10;MR76;81;2353852;134,03%
11-nov-24;URBANA;035_ZW Parque Colseguros;10;MR76;64;1337633;76,16%
11-nov-24;URBANA;036_ZW Parque India Elena;10;MR76;82;4916958;279,97%
11-nov-24;URBANA;036_ZW Parque India Elena;10;MR76;69;1281788;72,99%
11-nov-24;URBANA;037_ZW Parque Tequendama;19;MR76;29;536074;30,52%
11-nov-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;57;8814781;501,91%
11-nov-24;URBANA;041_ZW Parque Junin;9;MR76;62;811943;46,23%
11-nov-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;35;1353103;77,05%
11-nov-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;47;9168489;522,05%
11-nov-24;URBANA;045_ZW Parque Santa Anita;17;MR76;25;504024;28,70%
11-nov-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;30;683311;38,91%
11-nov-24;URBANA;047_ZW Parque del Mico;11;MR76;12;145348;8,28%
11-nov-24;URBANA;050_ZW Parque Calima;4;MR76;20;254490;14,49%
11-nov-24;URBANA;051_ZW Parque La Merced;2;MR76;13;332497;18,93%
11-nov-24;URBANA;052_ZW Puente de Colores;13;MR74;47;11975849;681,91%
11-nov-24;URBANA;052_ZW Puente de Colores;13;MR76;42;2748613;156,51%
11-nov-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;19;504329;28,72%
11-nov-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;23;140466;8,00%
11-nov-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;21;87038;4,96%
11-nov-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;20;685294;39,02%
12-nov-24;URBANA;001_ZW Parque Ingenio;17;MR76;33;2351318;123,01%
12-nov-24;URBANA;001_ZW Parque Ingenio;17;MR76;41;714578;37,38%
12-nov-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;88;1622987;84,91%
12-nov-24;URBANA;003_ZW Parque del Perro;19;MR76;64;1269869;66,43%
12-nov-24;URBANA;003_ZW Parque del Perro;19;MR76;52;1576369;82,47%
12-nov-24;URBANA;006_ZW Parque Vallado;15;MR76;125;294566;15,41%
12-nov-24;URBANA;006_ZW Parque Vallado;15;MR76;100;510777;26,72%
12-nov-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;71;16739134;875,72%
12-nov-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;28;402158;21,04%
12-nov-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;109;2412794;126,23%
12-nov-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;127;992326;51,91%
12-nov-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;41;479551;25,09%
12-nov-24;URBANA;013_ZW Parque Llano Verde;15;MR76;44;1441795;75,43%
12-nov-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;36;3810084;199,33%
12-nov-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;38;10548167;551,83%
12-nov-24;URBANA;018_ZW Parque Las Banderas;19;MR76;64;386184;20,20%
12-nov-24;URBANA;018_ZW Parque Las Banderas;19;MR76;47;63477;3,32%
12-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;70;2958475;154,77%
12-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;61;1966246;102,87%
12-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;106;2801728;146,57%
12-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;105;1903846;99,60%
12-nov-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;22;1773082;92,76%
12-nov-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;60;210638;11,02%
12-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;61;781505;40,88%
12-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;99;1591379;83,25%
12-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;62;1522427;79,65%
12-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;41;1481473;77,50%
12-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;33;2931187;153,35%
12-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;34;6184816;323,56%
12-nov-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;29;19475527;1018,88%
12-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;49;6349514;332,18%
12-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;59;1685022;88,15%
12-nov-24;URBANA;030_ZW Parque Mutis;1;MR76;39;17184746;899,03%
12-nov-24;URBANA;031_ZW Cancha Los Azules;21;MR76;32;5632007;294,64%
12-nov-24;URBANA;032_ZW Parque La Orqueta;20;MR76;98;4547162;237,89%
12-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;44;1171052;61,26%
12-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;36;3552050;185,83%
12-nov-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;13;2236730;117,02%
12-nov-24;URBANA;035_ZW Parque Colseguros;10;MR76;77;777477;40,67%
12-nov-24;URBANA;035_ZW Parque Colseguros;10;MR76;82;776654;40,63%
12-nov-24;URBANA;036_ZW Parque India Elena;10;MR76;84;5730277;299,78%
12-nov-24;URBANA;036_ZW Parque India Elena;10;MR76;86;1102599;57,68%
12-nov-24;URBANA;037_ZW Parque Tequendama;19;MR76;101;8941289;467,77%
12-nov-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;48;5340112;279,37%
12-nov-24;URBANA;041_ZW Parque Junin;9;MR76;106;1111241;58,14%
12-nov-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;63;3440864;180,01%
12-nov-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;50;8673131;453,74%
12-nov-24;URBANA;045_ZW Parque Santa Anita;17;MR76;47;1548214;81,00%
12-nov-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;23;870853;45,56%
12-nov-24;URBANA;047_ZW Parque del Mico;11;MR76;19;657128;34,38%
12-nov-24;URBANA;050_ZW Parque Calima;4;MR76;31;99987;5,23%
12-nov-24;URBANA;051_ZW Parque La Merced;2;MR76;17;370858;19,40%
12-nov-24;URBANA;052_ZW Puente de Colores;13;MR74;67;11557035;604,61%
12-nov-24;URBANA;052_ZW Puente de Colores;13;MR76;70;2678529;140,13%
12-nov-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;30;1091622;57,11%
12-nov-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;44;312732;16,36%
12-nov-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;54;767859;40,17%
12-nov-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;42;1741961;91,13%
13-nov-24;URBANA;001_ZW Parque Ingenio;17;MR76;33;5845641;360,82%
13-nov-24;URBANA;001_ZW Parque Ingenio;17;MR76;46;1868849;115,35%
13-nov-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;117;6560548;404,94%
13-nov-24;URBANA;003_ZW Parque del Perro;19;MR76;64;726802;44,86%
13-nov-24;URBANA;003_ZW Parque del Perro;19;MR76;53;174220;10,75%
13-nov-24;URBANA;006_ZW Parque Vallado;15;MR76;114;624224;38,53%
13-nov-24;URBANA;006_ZW Parque Vallado;15;MR76;104;115049;7,10%
13-nov-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;68;11942630;737,15%
13-nov-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;36;578497;35,71%
13-nov-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;106;4983695;307,61%
13-nov-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;115;2200906;135,85%
13-nov-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;38;1065731;65,78%
13-nov-24;URBANA;013_ZW Parque Llano Verde;15;MR76;43;632502;39,04%
13-nov-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;25;6135;0,38%
13-nov-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;31;2685065;165,73%
13-nov-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;41;4921206;303,76%
13-nov-24;URBANA;018_ZW Parque Las Banderas;19;MR76;60;398937;24,62%
13-nov-24;URBANA;018_ZW Parque Las Banderas;19;MR76;3;643;0,04%
13-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;72;6627502;409,08%
13-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;74;5822684;359,40%
13-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;108;1125990;69,50%
13-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;103;1547277;95,50%
13-nov-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;15;179940;11,11%
13-nov-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;63;4477905;276,39%
13-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;53;1697431;104,77%
13-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;98;772637;47,69%
13-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;76;1311317;80,94%
13-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;64;2488347;153,59%
13-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;40;1212907;74,87%
13-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;38;1595430;98,48%
13-nov-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;32;13104215;808,85%
13-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;72;1509707;93,19%
13-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;72;1308453;80,76%
13-nov-24;URBANA;030_ZW Parque Mutis;1;MR76;49;1651187;101,92%
13-nov-24;URBANA;031_ZW Cancha Los Azules;21;MR76;37;1796910;110,91%
13-nov-24;URBANA;032_ZW Parque La Orqueta;20;MR76;95;3453294;213,15%
13-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;43;790751;48,81%
13-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;48;647051;39,94%
13-nov-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;11;1424797;87,94%
13-nov-24;URBANA;035_ZW Parque Colseguros;10;MR76;101;3696554;228,17%
13-nov-24;URBANA;035_ZW Parque Colseguros;10;MR76;84;1109355;68,47%
13-nov-24;URBANA;036_ZW Parque India Elena;10;MR76;92;3243371;200,19%
13-nov-24;URBANA;036_ZW Parque India Elena;10;MR76;92;1672651;103,24%
13-nov-24;URBANA;037_ZW Parque Tequendama;19;MR76;125;9568830;590,63%
13-nov-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;63;11948987;737,54%
13-nov-24;URBANA;041_ZW Parque Junin;9;MR76;94;575491;35,52%
13-nov-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;65;3404153;210,12%
13-nov-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;43;6108477;377,04%
13-nov-24;URBANA;045_ZW Parque Santa Anita;17;MR76;46;1523684;94,05%
13-nov-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;14;376352;23,23%
13-nov-24;URBANA;047_ZW Parque del Mico;11;MR76;21;542590;33,49%
13-nov-24;URBANA;050_ZW Parque Calima;4;MR76;58;288954;17,84%
13-nov-24;URBANA;051_ZW Parque La Merced;2;MR76;19;533962;32,96%
13-nov-24;URBANA;052_ZW Puente de Colores;13;MR74;48;668674;41,27%
13-nov-24;URBANA;052_ZW Puente de Colores;13;MR76;72;11190801;690,74%
13-nov-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;28;1089909;67,27%
13-nov-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;32;28490;1,76%
13-nov-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;57;1299328;80,20%
13-nov-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;53;3263781;201,45%
14-nov-24;URBANA;001_ZW Parque Ingenio;17;MR76;28;2060840;107,35%
14-nov-24;URBANA;001_ZW Parque Ingenio;17;MR76;37;1713870;89,28%
14-nov-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;107;3939776;205,23%
14-nov-24;URBANA;003_ZW Parque del Perro;19;MR76;75;744725;38,79%
14-nov-24;URBANA;003_ZW Parque del Perro;19;MR76;63;1390456;72,43%
14-nov-24;URBANA;006_ZW Parque Vallado;15;MR76;124;906453;47,22%
14-nov-24;URBANA;006_ZW Parque Vallado;15;MR76;128;849454;44,25%
14-nov-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;67;6293283;327,83%
14-nov-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;37;420803;21,92%
14-nov-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;125;3508240;182,75%
14-nov-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;115;2379531;123,95%
14-nov-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;49;1798230;93,67%
14-nov-24;URBANA;013_ZW Parque Llano Verde;15;MR76;39;1792274;93,36%
14-nov-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;31;1503185;78,30%
14-nov-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;43;4848244;252,55%
14-nov-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;44;3864469;201,31%
14-nov-24;URBANA;018_ZW Parque Las Banderas;19;MR76;48;85560;4,46%
14-nov-24;URBANA;018_ZW Parque Las Banderas;19;MR76;3;477;0,02%
14-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;83;5319490;277,10%
14-nov-24;URBANA;019_ZW Parque Skate Board;15;MR76;84;9936604;517,61%
14-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;94;1449747;75,52%
14-nov-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;72;1357116;70,69%
14-nov-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;27;1652625;86,09%
14-nov-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;66;1660122;86,48%
14-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;50;2401776;125,11%
14-nov-24;URBANA;024_ZW Museo La Tertulia;2;MR76;109;1048694;54,63%
14-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;73;2965615;154,48%
14-nov-24;URBANA;026_ZW Parque La Flora;2;MR76;64;4082632;212,67%
14-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;41;1711516;89,16%
14-nov-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;33;1596013;83,14%
14-nov-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;25;10837355;564,53%
14-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;61;3452534;179,85%
14-nov-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;72;2792798;145,48%
14-nov-24;URBANA;030_ZW Parque Mutis;1;MR76;48;4065461;211,77%
14-nov-24;URBANA;031_ZW Cancha Los Azules;21;MR76;30;6133258;319,49%
14-nov-24;URBANA;032_ZW Parque La Orqueta;20;MR76;83;3189537;166,15%
14-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;29;1092784;56,92%
14-nov-24;URBANA;033_ZW Plaza Alameda;19;MR76;27;1060025;55,22%
14-nov-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;18;621968;32,40%
